,publ_id,publ_name,publ_name,publ_type,year
2896,16190,Исследование влияния параметрической неопределенности на выходные параметры маятникового акселерометра,Исследование влияния параметрической неопределенности на выходные параметры маятникового акселерометра,Статья,2016
2897,16191,Расширенная математическая модель маятникового акселерометра с кремниевым подвесом,Расширенная математическая модель маятникового акселерометра с кремниевым подвесом,Статья,2016
2898,16194,Регуляризованная непараметрическая фильтрация сигнала с неизвестным распределением в нелинейной модели наблюдения,Регуляризованная непараметрическая фильтрация сигнала с неизвестным распределением в нелинейной модели наблюдения,Статья,2016
2899,16197,Построение ведомственных сетей с применением систем распознавания речи,Построение ведомственных сетей с применением систем распознавания речи,Секционный доклад,2016
2900,16211,"LMI, абсолютная устойчивость и гибридные системы","LMI, абсолютная устойчивость и гибридные системы",Секционный доклад,2016
2901,16212,Частотный критерий устойчивости систем с переключениями,Частотный критерий устойчивости систем с переключениями,Секционный доклад,2016
2902,16225,КРИТЕРИЙ УСТОЙЧИВОСТИ ВИРТУАЛЬНОЙ МОДЕЛИ И СПЕКТР КРАТНО-МАСШТАБНОГО ВЕЙВЛЕТ-РАЗЛОЖЕНИЯ,КРИТЕРИЙ УСТОЙЧИВОСТИ ВИРТУАЛЬНОЙ МОДЕЛИ И СПЕКТР КРАТНО-МАСШТАБНОГО ВЕЙВЛЕТ-РАЗЛОЖЕНИЯ,Секционный доклад,2016
2903,16244,Экспериментальное исследование магнитного поля вблизи полосковых проводников с током с прямоуголmными вырезами.,Экспериментальное исследование магнитного поля вблизи полосковых проводников с током с прямоуголmными вырезами.,Секционный доклад,2016
2904,16247,Методологические возможности обеспечения стойкости космических аппаратов к электрофизическим воздействиям,Методологические возможности обеспечения стойкости космических аппаратов к электрофизическим воздействиям,Статья,2015
2905,16260,"Пакет программ АСР (автоматический синтез регуляторов, обеспечивающих точность и время регулирования)","Пакет программ АСР (автоматический синтез регуляторов, обеспечивающих точность и время регулирования)",Секционный доклад,2016
2906,16274,Формализация управления рисками при деструктивных воздействиях на информационно-технологическую инфраструктуру критически важных объектов: учеб. пособие [Электронный ресурс],Формализация управления рисками при деструктивных воздействиях на информационно-технологическую инфраструктуру критически важных объектов: учеб. пособие [Электронный ресурс],Книга,2014
2907,16285,Применимость моделей оценки к управлению стоимостью компании,Применимость моделей оценки к управлению стоимостью компании,Тезисы доклада,2016
2908,16286,Особенности моделей оценки и управления стоимостью холдинга,Особенности моделей оценки и управления стоимостью холдинга,Тезисы доклада,2016
2909,16287,Современные подходы и алгоритмы решения задач стоимостного управления холдингом,Современные подходы и алгоритмы решения задач стоимостного управления холдингом,Статья,2016
2910,16295,Радиочастотный интерференционный метод измерения физических свойств вещества,Радиочастотный интерференционный метод измерения физических свойств вещества,Секционный доклад,2016
2911,16298,Методы повышения точностных характеристик систем автоматического управления движением судна по курсу,Методы повышения точностных характеристик систем автоматического управления движением судна по курсу,Секционный доклад,2016
2912,16300,Радиочастотный концентратомер сыпучего материала в трубопроводе,Радиочастотный концентратомер сыпучего материала в трубопроводе,Статья,2016
2913,16314,Условия устойчивости связных систем с переключениями типа <<треугольник>>,Условия устойчивости связных систем с переключениями типа <<треугольник>>,Тезисы доклада,2016
2914,16323,Моделирование движения границы раздела жидкостей при двухфазной фильтрации в пористых средах,Моделирование движения границы раздела жидкостей при двухфазной фильтрации в пористых средах,Секционный доклад,2016
2915,16324,Компьютерное моделирование движения устойчивой границы раздела жидкостей при двухфазной фильтрации в пористых средах,Компьютерное моделирование движения устойчивой границы раздела жидкостей при двухфазной фильтрации в пористых средах,Секционный доклад,2016
2916,16338,Solutions of Buckley-Leverett Equations,Solutions of Buckley-Leverett Equations,Тезисы доклада,2016
2917,16340,Компьютерное моделирование движения устойчивой границы раздела жидкостей при двухфазной фильтрации в пористых средах,Компьютерное моделирование движения устойчивой границы раздела жидкостей при двухфазной фильтрации в пористых средах,Тезисы доклада,2016
2918,16346,Numerical modelling of the liquid phase boundary movement of the 2-phase filtration in a porous medium,Numerical modelling of the liquid phase boundary movement of the 2-phase filtration in a porous medium,Статья,2016
2919,16366,К ПРОБЛЕМЕ СОЗДАНИЯ СИСТЕМЫ УПРАВЛЕНИЯ БЕЗОПАСНОСТЬЮ НА ТРАНСПОРТЕ,К ПРОБЛЕМЕ СОЗДАНИЯ СИСТЕМЫ УПРАВЛЕНИЯ БЕЗОПАСНОСТЬЮ НА ТРАНСПОРТЕ,Секционный доклад,2016
2920,16370,Теория сетевых войн. Живучесть атакуемых сетей: учеб. пособие [Электронный ресурс],Теория сетевых войн. Живучесть атакуемых сетей: учеб. пособие [Электронный ресурс],Книга,2016
2921,16372,On Existence and Stability of Equilibria of Linear Time-Invariant Systems with Constant Power Loads,On Existence and Stability of Equilibria of Linear Time-Invariant Systems with Constant Power Loads,Статья,2016
2922,16373,Large deviations for non-zero initial conditions in linear systems,Large deviations for non-zero initial conditions in linear systems,Статья,2016
2923,16374,Оптимизация и асимптотическая устойчивость,Оптимизация и асимптотическая устойчивость,Пленарный доклад,2016
2924,16375,"Solution of the equations for one-dimensional, two-phase, immiscible flow by geometric methods","Solution of the equations for one-dimensional, two-phase, immiscible flow by geometric methods",Статья,2016
2925,16400,Исследование устойчивости энергосистемы с однополярным электромагнитным тормозом,Исследование устойчивости энергосистемы с однополярным электромагнитным тормозом,Статья,2016
2926,16406,Ленский малый морской каботаж,Ленский малый морской каботаж,Статья,2016
2927,16418,Predictive Model’s Development Based on the Wavelet Analysis Technique,Predictive Model’s Development Based on the Wavelet Analysis Technique,Секционный доклад,2016
2928,16419,Control of Aircraft Trajectory and Speed to Avoid Terrain and Traffic Conflicts during Approach Maneuvering,Control of Aircraft Trajectory and Speed to Avoid Terrain and Traffic Conflicts during Approach Maneuvering,Статья,2016
2929,16434,Development of galvanic isolators in the basis of nanostructures from spin-vslve effects,Development of galvanic isolators in the basis of nanostructures from spin-vslve effects,Статья,2016
2930,1058370,Fine synchronization of the CMS muon drift-tube local trigger using cosmic rays,Fine synchronization of the CMS muon drift-tube local trigger using cosmic rays,Статья,2010
2931,16514,Solution of the Lyapunov Matrix Differential Equations by the Frequency Method,Solution of the Lyapunov Matrix Differential Equations by the Frequency Method,Статья,2016
2932,16523,О решении матричных дифференциальных уравнений Ляпунова частотным методом,О решении матричных дифференциальных уравнений Ляпунова частотным методом,Статья,2016
2933,16538,Исследование модели Костромской области на уязвимые места,Исследование модели Костромской области на уязвимые места,Секционный доклад,2016
2934,16548,Smart Management Methods and Mechanisms of Industrial Enterprises and Organizations.,Smart Management Methods and Mechanisms of Industrial Enterprises and Organizations.,Статья,2016
2935,16550,Principle of Coordinated Planning in Control of Distributed Projects and Programs.,Principle of Coordinated Planning in Control of Distributed Projects and Programs.,Статья,2016
2936,16551,Дискретно-непрерывные системы и магистральные решения в исследовании эколого-экономической модели региона,Дискретно-непрерывные системы и магистральные решения в исследовании эколого-экономической модели региона,Секционный доклад,2016
2937,1058379,Measurement of production properties of positively charged kaons in proton-carbon interactions at 31 GeV/<mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:mi>c</mml:mi></mml:math>,Measurement of production properties of positively charged kaons in proton-carbon interactions at 31 GeV/<mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:mi>c</mml:mi></mml:math>,Статья,2012
2938,16557,Метод контрастирования для отбора информативных признаков по эмпирическим данным,Метод контрастирования для отбора информативных признаков по эмпирическим данным,Статья,2016
2939,16560,Heuristic solution for the optimal thresholds in a controllable multi-server heterogeneous queueing system without preemption,Heuristic solution for the optimal thresholds in a controllable multi-server heterogeneous queueing system without preemption,Статья,2016
2940,16564,Повышение точности измерений массы нефтепродуктов при применении радиочастотных датчиков,Повышение точности измерений массы нефтепродуктов при применении радиочастотных датчиков,Секционный доклад,2016
2941,16567,Реализации метода разделения движений в задачах наблюдения,Реализации метода разделения движений в задачах наблюдения,Секционный доклад,2016
2942,16568,Принципы разработки рекомендательной системы и оптимизации ассортимента лекарств в системе аптек,Принципы разработки рекомендательной системы и оптимизации ассортимента лекарств в системе аптек,Тезисы доклада,2016
2943,16569,ОЦЕНКА ВЗАИМНОЙ ИНФОРМАЦИИ ДЛЯ ОТБОРА ПРИЗНАКОВ,ОЦЕНКА ВЗАИМНОЙ ИНФОРМАЦИИ ДЛЯ ОТБОРА ПРИЗНАКОВ,Тезисы доклада,2016
2944,16570,Модели оценки и управление стоимостью компании,Модели оценки и управление стоимостью компании,Тезисы доклада,2016
2945,16571,Задача уклонения от обнаружения системой разнородных наблюдателей: один сенсор – группа детекторов,Задача уклонения от обнаружения системой разнородных наблюдателей: один сенсор – группа детекторов,Статья,2016
2946,16572,Скалярное управление группой несинхронных осцилляторов,Скалярное управление группой несинхронных осцилляторов,Статья,2016
2947,16573,Scalar control of a group of free-running oscillators,Scalar control of a group of free-running oscillators,Статья,2016
2948,16574,On the Mathematical Model of One-Dimensional Impact of a Chain of Viscoelastic Bodies,On the Mathematical Model of One-Dimensional Impact of a Chain of Viscoelastic Bodies,Статья,2015
2949,16575,Evasion on plane from a single mobile observer in the conflict environment,Evasion on plane from a single mobile observer in the conflict environment,Статья,2014
2950,16576,Evasion from detection by a system of heterogeneous observers in threat environment,Evasion from detection by a system of heterogeneous observers in threat environment,Статья,2014
2951,16577,О задаче синтеза субоптимального управления системой несинхронных осцилляторов,О задаче синтеза субоптимального управления системой несинхронных осцилляторов,Секционный доклад,2016
2952,16578,О задаче оптимального скалярного управления двумя несинхронными осцилляторами,О задаче оптимального скалярного управления двумя несинхронными осцилляторами,Секционный доклад,2016
2953,16579,Что такое квантовая теория информации?,Что такое квантовая теория информации?,Пленарный доклад,2016
2954,16580,Методические основы создания тактических оперативно-советующих систем поддержки принятия решений в задачах обеспечения безопасности сложных технических объектов,Методические основы создания тактических оперативно-советующих систем поддержки принятия решений в задачах обеспечения безопасности сложных технических объектов,Пленарный доклад,2016
2955,16585,АНАЛИЗ РИСКОВ С УЧЁТОМ ГЕТЕРОГЕННОСТИ И СОЧЕТАННОЙ ЗАБОЛЕВАЕМОСТИ,АНАЛИЗ РИСКОВ С УЧЁТОМ ГЕТЕРОГЕННОСТИ И СОЧЕТАННОЙ ЗАБОЛЕВАЕМОСТИ,Тезисы доклада,2016
2956,16589,Концепция интеллектуальной подсистемы маршрутизации пациентов в пациент – ориентированной системе управления крупной клиникой,Концепция интеллектуальной подсистемы маршрутизации пациентов в пациент – ориентированной системе управления крупной клиникой,Статья,2016
2957,16592,On the Statement of a System Development Control Problem with Use of SWOT-analysis on the Cognitive Model of a Situation,On the Statement of a System Development Control Problem with Use of SWOT-analysis on the Cognitive Model of a Situation,Статья,2016
2958,16593,Подход к постановке задач управления на когнитивной модели ситуации для стратегического мониторинга,Подход к постановке задач управления на когнитивной модели ситуации для стратегического мониторинга,Статья,2016
2959,16594,О методике анализа обоснованности управленческих решений субъектом в проблемной ситуации с учетом точек зрения других заинтересованных сторон ситуации,О методике анализа обоснованности управленческих решений субъектом в проблемной ситуации с учетом точек зрения других заинтересованных сторон ситуации,Секционный доклад,2016
2960,16602,Совершенствование управления оборонно-промышленным комплексом,Совершенствование управления оборонно-промышленным комплексом,Книга,2016
2961,16603,Теоретические основы и инструментарий формирования стратегий развития предприятий оборонно-промышленного комплекса,Теоретические основы и инструментарий формирования стратегий развития предприятий оборонно-промышленного комплекса,Книга,2016
2962,16604,Influence of countries in the international migration process,Influence of countries in the international migration process,Тезисы доклада,2016
2963,16609,Анализ эффективности формализации целеполагания в прикладных научных исследованиях и разработках,Анализ эффективности формализации целеполагания в прикладных научных исследованиях и разработках,Статья,2016
2964,5062882,К проективным свойствам физического пространства-времени. Часть I. Об ускоренном расширении пространства,К проективным свойствам физического пространства-времени. Часть I. Об ускоренном расширении пространства,Статья,2017
2965,16610,Анализ эффективности реструктуризации российской высокотехнологичной промышленности с учетом фактора рыночной власти,Анализ эффективности реструктуризации российской высокотехнологичной промышленности с учетом фактора рыночной власти,Статья,2016
2966,16617,Стохастическая модель двусторонней олигополии и ценовое управление конкуренцией на рынках высокотехнологичной продукции,Стохастическая модель двусторонней олигополии и ценовое управление конкуренцией на рынках высокотехнологичной продукции,Статья,2016
2967,16618,Ограничения международной кооперации и эффективность использования экспериментальной базы российской прикладной науки,Ограничения международной кооперации и эффективность использования экспериментальной базы российской прикладной науки,Статья,2016
2968,16619,Optimization of High-Tech Products Export Program in Terms of Resource and Time Constraints,Optimization of High-Tech Products Export Program in Terms of Resource and Time Constraints,Статья,2016
2969,16620,Implementation Risks in Investment Projects on Boosting High-Tech Business Production Capacity: Analysis and Management,Implementation Risks in Investment Projects on Boosting High-Tech Business Production Capacity: Analysis and Management,Статья,2016
2970,16622,Альтернативы для российской науки: выживание или развитие,Альтернативы для российской науки: выживание или развитие,Статья,2016
2971,16623,Новые принципы организации прогнозных и стратегических исследований и разработок,Новые принципы организации прогнозных и стратегических исследований и разработок,Статья,2016
2972,16624,Структура инновационных процессов и управление жизненными циклами технологий и продукции,Структура инновационных процессов и управление жизненными циклами технологий и продукции,Статья,2016
2973,16625,Современные принципы управления прикладными исследованиями в авиационной науке,Современные принципы управления прикладными исследованиями в авиационной науке,Статья,2016
2974,16626,"Проблемы методологии и организации исследований и разработок, выполняемых в интересах государственного управления","Проблемы методологии и организации исследований и разработок, выполняемых в интересах государственного управления",Статья,2016
2975,16627,Проблемы методологии и организации прогнозирования и стратегического планирования научно-технологического развития (на примере авиастроения),Проблемы методологии и организации прогнозирования и стратегического планирования научно-технологического развития (на примере авиастроения),Статья,2016
2976,16630,Актуальные проблемы государственного управления развитием науки в российской федерации,Актуальные проблемы государственного управления развитием науки в российской федерации,Секционный доклад,2016
2977,16631,Управление развитием прикладной авиационной науки: проблемы и решения,Управление развитием прикладной авиационной науки: проблемы и решения,Секционный доклад,2016
2978,16639,Перспективы создания бортовых комплексов управления физическими полями подводных лодок,Перспективы создания бортовых комплексов управления физическими полями подводных лодок,Секционный доклад,2016
2979,16641,Модели управления взаимозависимыми проектами,Модели управления взаимозависимыми проектами,Статья,2016
2980,16652,Многорежимное управление движущимися группировками,Многорежимное управление движущимися группировками,Секционный доклад,2015
2981,16665,Устойчивость многорежимных формаций,Устойчивость многорежимных формаций,Статья,2014
2982,16666,Нелинейная динамика многорежимных формаций,Нелинейная динамика многорежимных формаций,Секционный доклад,2014
2983,16667,Нелинейный анализ многорежимных систем,Нелинейный анализ многорежимных систем,Пленарный доклад,2014
2984,16674,Evasion of a Moving Object from Detection by a System of Heterogenous Observers in the Threat Environment,Evasion of a Moving Object from Detection by a System of Heterogenous Observers in the Threat Environment,Статья,2017
2985,16676,The Contrast Features Selection with Empirical Data,The Contrast Features Selection with Empirical Data,Статья,2016
2986,16679,Statistical Analysis of the Relationship between Cancer and Associated Diseases,Statistical Analysis of the Relationship between Cancer and Associated Diseases,Статья,2014
2987,16695,Regularized nonparametric filtering of signal with unknown distribution in nonlinear observation model,Regularized nonparametric filtering of signal with unknown distribution in nonlinear observation model,Статья,2016
2988,16703,Regularization of Positive Signal Nonparametric Filtering in Multiplicative Observation Model,Regularization of Positive Signal Nonparametric Filtering in Multiplicative Observation Model,Глава в книге,2016
2989,16705,Построение и настройка аналитического TS нечеткого ПД регулятора,Построение и настройка аналитического TS нечеткого ПД регулятора,Статья,2016
2990,16710,Синтез оптимальных траекторий для линейных управляемых систем c неразделенными трехточечными условиями,Синтез оптимальных траекторий для линейных управляемых систем c неразделенными трехточечными условиями,Статья,2016
2991,16720,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКАЯ СИСТЕМА МОНИТОРИНГА РЕАЛИЗАЦИИ ФЕДЕРАЛЬНЫХ ЦЕЛЕВЫХ ПРОГРАММ,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКАЯ СИСТЕМА МОНИТОРИНГА РЕАЛИЗАЦИИ ФЕДЕРАЛЬНЫХ ЦЕЛЕВЫХ ПРОГРАММ,Тезисы доклада,2016
2992,16730,Optimal control of M(t)/M/K queues with homogeneous and heterogeneous servers,Optimal control of M(t)/M/K queues with homogeneous and heterogeneous servers,Секционный доклад,2016
2993,16731,Научные основы создания систем мониторинга качества природных поверхностных вод,Научные основы создания систем мониторинга качества природных поверхностных вод,Книга,2016
2994,16732,Концепция автомониторинга развития крупномасштабных систем на основе технологии отраслевого интернета вещей,Концепция автомониторинга развития крупномасштабных систем на основе технологии отраслевого интернета вещей,Тезисы доклада,2016
2995,1058414,Search for four-top-quark production in the single-lepton and opposite-sign dilepton final states in <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collisions at <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:math> with the ATLAS detector,Search for four-top-quark production in the single-lepton and opposite-sign dilepton final states in <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collisions at <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML display=inline><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:math> with the ATLAS detector,Статья,2019
2996,1058415,Search for top-quark decays t → Hq with 36 fb−1 of pp collision data at $$ sqrt{s} $$ = 13 TeV with the ATLAS detector,Search for top-quark decays t → Hq with 36 fb−1 of pp collision data at $$ sqrt{s} $$ = 13 TeV with the ATLAS detector,Статья,2019
2997,1058416,Measurement of the <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML altimg=si1.gif overflow=scroll><mml:mi>ϒ</mml:mi><mml:mo stretchy=false>(</mml:mo><mml:mn>1</mml:mn><mml:mi>S</mml:mi><mml:mo stretchy=false>)</mml:mo></mml:math> production cross-section in pp collisions at <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML altimg=si2.gif overflow=scroll><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>7</mml:mn><mml:mtext> TeV</mml:mtext></mml:math…,Measurement of the <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML altimg=si1.gif overflow=scroll><mml:mi>ϒ</mml:mi><mml:mo stretchy=false>(</mml:mo><mml:mn>1</mml:mn><mml:mi>S</mml:mi><mml:mo stretchy=false>)</mml:mo></mml:math> production cross-section in pp collisions at <mml:math xmlns:mml=http://www.w3.org/1998/Math/MathML altimg=si2.gif overflow=scroll><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>7</mml:mn><mml:mtext> TeV</mml:mtext></mml:math…,Статья,2011
2998,16743,Концепция экологического аудита на основе технологий виртуальной реальности,Концепция экологического аудита на основе технологий виртуальной реальности,Статья,2016
2999,16749,Accelerated regenerative simulation of degradation process in the system with gradual and sudden failures,Accelerated regenerative simulation of degradation process in the system with gradual and sudden failures,Секционный доклад,2016
3000,1058418,Studies of the performance of the ATLAS detector using cosmic-ray muons,Studies of the performance of the ATLAS detector using cosmic-ray muons,Статья,2011
3001,1058419,Performance of the missing transverse momentum triggers for the ATLAS detector during Run-2 data taking,Performance of the missing transverse momentum triggers for the ATLAS detector during Run-2 data taking,Статья,2020
3002,1058420,Search for dark matter in events with heavy quarks and missing transverse momentum in $$pp$$ p p collisions with the ATLAS detector,Search for dark matter in events with heavy quarks and missing transverse momentum in $$pp$$ p p collisions with the ATLAS detector,Статья,2015
3003,16764,Методы и алгоритмы интерактивного взаимодействия экипажа с системой стереоскопической визуализации в реальном времени,Методы и алгоритмы интерактивного взаимодействия экипажа с системой стереоскопической визуализации в реальном времени,Статья,2016
3004,16767,Исследование магниторезистивных наноструктур с гигантским магниторезистивным эффектом,Исследование магниторезистивных наноструктур с гигантским магниторезистивным эффектом,Статья,2016
3005,16776,ENHANCEMENT OF ACADEMIC RESEARCH ACTIVITY IN HEIS WITH THE USAGE OF FORESIGHT METHODOLOGY,ENHANCEMENT OF ACADEMIC RESEARCH ACTIVITY IN HEIS WITH THE USAGE OF FORESIGHT METHODOLOGY,Статья,2017
3006,16777,"Проблема трансфера авиационных технологий в другие отрасли промышленности: стимулы, барьеры, институты","Проблема трансфера авиационных технологий в другие отрасли промышленности: стимулы, барьеры, институты",Статья,2016
3007,16782,Непараметрическая оценка экономической волатильности,Непараметрическая оценка экономической волатильности,Секционный доклад,2015
3008,1058427,Search for lepton-flavour-violating decays of the Higgs and Z bosons with the ATLAS detector,Search for lepton-flavour-violating decays of the Higgs and Z bosons with the ATLAS detector,Статья,2017
3009,1058435,Search for strong gravity in multijet final states produced in pp collisions at s = 13 $$ sqrt{s}=13 $$ TeV using the ATLAS detector at the LHC,Search for strong gravity in multijet final states produced in pp collisions at s = 13 $$ sqrt{s}=13 $$ TeV using the ATLAS detector at the LHC,Статья,2016
3010,16840,КОНЦЕПЦИЯ СИСТЕМЫ УПРАВЛЕНИЯ БЕЗОПАСНОСТЬЮ НА ТРАНСПОРТЕ,КОНЦЕПЦИЯ СИСТЕМЫ УПРАВЛЕНИЯ БЕЗОПАСНОСТЬЮ НА ТРАНСПОРТЕ,Секционный доклад,2016
3011,16867,Медицинская информатика – смена парадигмы в эпоху мгновенных коммуникаций,Медицинская информатика – смена парадигмы в эпоху мгновенных коммуникаций,Секционный доклад,2016
3012,16868,О простом и сложном в информатике,О простом и сложном в информатике,Секционный доклад,2016
3013,16869,"Менингиты после нейрохирургического вмешательства: клиника, диагностика, лечение","Менингиты после нейрохирургического вмешательства: клиника, диагностика, лечение",Тезисы доклада,2016
3014,16870,"Особенности менингитов, обусловленных коагулозонегативными ставфилококками, Acinetobacter baumannii, Klebsiella pneumoniae у пациентов отделения нейрореанимации","Особенности менингитов, обусловленных коагулозонегативными ставфилококками, Acinetobacter baumannii, Klebsiella pneumoniae у пациентов отделения нейрореанимации",Тезисы доклада,2016
3015,16871,Актуальные аспекты клинико-эпидемиологического наблюдения за нозокомиальными инфекциями в отделении нейрореанимации,Актуальные аспекты клинико-эпидемиологического наблюдения за нозокомиальными инфекциями в отделении нейрореанимации,Тезисы доклада,2016
3016,16872,"Нозокомиальные менингиты в отделении нейрореанимации: инцидентность, этиология и факторы риска","Нозокомиальные менингиты в отделении нейрореанимации: инцидентность, этиология и факторы риска",Тезисы доклада,2016
3017,16878,Анализ устойчивости и стабилизация нелинейных каскадных систем с запаздыванием в терминах линейных матричных неравенств,Анализ устойчивости и стабилизация нелинейных каскадных систем с запаздыванием в терминах линейных матричных неравенств,Статья,2017
3018,16890,Discontinuous solutions of the optimal control problems. Iterative optimization method,Discontinuous solutions of the optimal control problems. Iterative optimization method,Статья,2013
3019,16893,Optimal control of the spin system on a basis of the global improvement method,Optimal control of the spin system on a basis of the global improvement method,Статья,2011
3020,16896,АЛГОРИТМ РЕШЕНИЯ ЗАДАЧ СТОИМОСТНОГО УПРАВЛЕНИЯ ХОЛДИНГОМ,АЛГОРИТМ РЕШЕНИЯ ЗАДАЧ СТОИМОСТНОГО УПРАВЛЕНИЯ ХОЛДИНГОМ,Секционный доклад,2016
3021,16897,ОЦЕНКА ЭФФЕКТИВНОСТИ УПРАВЛЕНИЯ ПРЕДПРИЯТИЕМ НА ОСНОВЕ МЕТОДА ЭКОНОМИЧЕСКОЙ ПРИБЫЛИ,ОЦЕНКА ЭФФЕКТИВНОСТИ УПРАВЛЕНИЯ ПРЕДПРИЯТИЕМ НА ОСНОВЕ МЕТОДА ЭКОНОМИЧЕСКОЙ ПРИБЫЛИ,Секционный доклад,2016
3022,16904,Методы нелокального улучшения управления в дифференциальных системах,Методы нелокального улучшения управления в дифференциальных системах,Тезисы доклада,2011
3023,16926,О развитии метода функций Ляпунова для дифференциальных уравнений с бесконечным запаздыванием,О развитии метода функций Ляпунова для дифференциальных уравнений с бесконечным запаздыванием,Статья,2016
3024,16927,Современные подходы к исследованию устойчивости динамических систем с логическими регуляторами,Современные подходы к исследованию устойчивости динамических систем с логическими регуляторами,Тезисы доклада,2016
3025,16928,Микроволновые измерения содержания спирта и сахара в вине: повышение точности измерения,Микроволновые измерения содержания спирта и сахара в вине: повышение точности измерения,Статья,2014
3026,16929,Определение и регулирование распределения температуры в цилиндрическом резервуаре с виноматериалом,Определение и регулирование распределения температуры в цилиндрическом резервуаре с виноматериалом,Статья,2014
3027,16930,Термонезависимое СВЧ-устройство для определения содержания спирта и сахара в водном растворе,Термонезависимое СВЧ-устройство для определения содержания спирта и сахара в водном растворе,Статья,2014
3028,16933,Сетевой подход в изучении межгосударственных конфликтов,Сетевой подход в изучении межгосударственных конфликтов,Статья,2016
3029,16934,Development of the Methodology of Quality Evaluation and Quality Improvement of Tourist Services in Territorial Subjects of the Russian Federation,Development of the Methodology of Quality Evaluation and Quality Improvement of Tourist Services in Territorial Subjects of the Russian Federation,Статья,2017
3030,16935,Анализ влияния стран в сети международной миграции,Анализ влияния стран в сети международной миграции,Статья,2016
3031,16945,Устройство для локальных измерений физических свойств диэлектрических жидкостей,Устройство для локальных измерений физических свойств диэлектрических жидкостей,Статья,2016
3032,16946,Устройство для определения содержания спирта и сахара при производстве вина,Устройство для определения содержания спирта и сахара при производстве вина,Секционный доклад,2014
